ROWNUM;Name;OPOPNumber;AdmArea;District;Address;PublicPhone;ExtraInfo;X_WGS;Y_WGS;GLOBALID;
364;"Общественный пункт охраны порядка Центрального административного округа № 64";"64";"Центральный административный округ";"район Хамовники";"улица Тимура Фрунзе, дом 20, корпус 1";"(499) 255-33-27";"";"";"";"90541676";
365;"Общественный пункт охраны порядка Центрального административного округа № 65";"65";"Центральный административный округ";"район Хамовники";"Сеченовский переулок, дом 5, строение 1";"(499) 766-95-73";"";"";"";"90541677";
366;"Общественный пункт охраны порядка Центрального административного округа № 66";"66";"Центральный административный округ";"район Хамовники";"Фрунзенская набережная, дом 24/1";"(499) 242-53-97";"";"";"";"90541678";
367;"Общественный пункт охраны порядка Центрального административного округа № 67";"67";"Центральный административный округ";"район Хамовники";"улица Хамовнический Вал, дом 14";"(499) 242-38-81";"";"";"";"90541679";
368;"Общественный пункт охраны порядка Центрального административного округа № 68";"68";"Центральный административный округ";"район Хамовники";"улица Доватора, дом 3";"(499) 245-54-47";"";"";"";"90541680";
369;"Общественный пункт охраны порядка Центрального административного округа № 69";"69";"Центральный административный округ";"район Хамовники";"Комсомольский проспект, дом 46";"(499) 766-46-40";"";"";"";"90541681";
370;"Общественный пункт охраны порядка Центрального административного округа № 70";"70";"Центральный административный округ";"район Якиманка";"улица Малая Полянка, дом 4/6";"(499) 238-23-78";"";"";"";"90541682";
371;"Общественный пункт охраны порядка Центрального административного округа № 71";"71";"Центральный административный округ";"район Якиманка";"улица Крымский Вал, дом 8";"(495) 959-93-51";"";"";"";"90541683";
372;"Общественный пункт охраны порядка Центрального административного округа № 72";"72";"Центральный административный округ";"район Якиманка";"Донская улица, дом 6А";"(499) 238-17-45";"";"";"";"90541684";
373;"Общественный пункт охраны порядка Северного административного округа № 1";"1";"Северный административный округ";"район Аэропорт";"Ленинградский проспект, дом 74, корпус 6";"(499) 152-89-28";"";"";"";"90541685";
374;"Общественный пункт охраны порядка Северного административного округа № 2";"2";"Северный административный округ";"район Аэропорт";"Красноармейская улица, дом 9";"(495) 656-02-81";"";"";"";"90541686";
375;"Общественный пункт охраны порядка Северного административного округа № 3";"3";"Северный административный округ";"район Аэропорт";"Планетная улица, дом 11";"(495) 612-09-91";"";"";"";"90541687";
376;"Общественный пункт охраны порядка Северного административного округа № 4";"4";"Северный административный округ";"район Аэропорт";"Малый Коптевский проезд, дом 4/6";"(499) 152-68-27";"";"";"";"90541688";
377;"Общественный пункт охраны порядка Северного административного округа № 5";"5";"Северный административный округ";"район Беговой";"1-й Боткинский проезд, дом 4";"(495) 946-08-84";"квартира 94";"";"";"90541689";
378;"Общественный пункт охраны порядка Северного административного округа № 6";"6";"Северный административный округ";"район Беговой";"Беговая аллея, дом 3";"(495) 613-82-76";"";"";"";"90541690";
379;"Общественный пункт охраны порядка Северного административного округа № 7";"7";"Северный административный округ";"район Беговой";"Ленинградский проспект, дом 14, строение 3";"(495) 612-68-72";"";"";"";"90541691";
380;"Общественный пункт охраны порядка Северного административного округа № 8";"8";"Северный административный округ";"Бескудниковский район";"Дубнинская улица, дом 3";"(499) 767-49-44";"";"";"";"90541692";
381;"Общественный пункт охраны порядка Северного административного округа № 9";"9";"Северный административный округ";"Бескудниковский район";"Бескудниковский бульвар, дом 32, корпус 6";"(495) 488-99-92";"";"";"";"90541693";
382;"Общественный пункт охраны порядка Северного административного округа № 10";"10";"Северный административный округ";"Бескудниковский район";"Коровинское шоссе, дом 6";"(495) 487-81-29";"";"";"";"90541694";
383;"Общественный пункт охраны порядка Северного административного округа № 11";"11";"Северный административный округ";"Бескудниковский район";"Дубнинская улица, дом 27, корпус 2";"(499) 767-49-55";"";"";"";"90541695";
384;"Общественный пункт охраны порядка Северного административного округа № 12";"12";"Северный административный округ";"Войковский район";"Ленинградское шоссе, дом 19";"(499) 747-42-57";"";"";"";"90541696";
385;"Общественный пункт охраны порядка Северного административного округа № 13";"13";"Северный административный округ";"Войковский район";"улица Зои и Александра Космодемьянских, дом 4";"(499) 159-23-98";"";"";"";"90541697";
386;"Общественный пункт охраны порядка Северного административного округа № 14";"14";"Северный административный округ";"Войковский район";"3-й Новоподмосковный переулок, дом 6";"(499) 159-15-11";"";"";"";"90541698";
387;"Общественный пункт охраны порядка Северного административного округа № 15";"15";"Северный административный округ";"Войковский район";"улица Адмирала Макарова, дом 37, корпус 2";"(499) 156-09-86";"";"";"";"90541699";
388;"Общественный пункт охраны порядка Северного административного округа № 16";"16";"Северный административный округ";"район Восточное Дегунино";"Дубнинская улица, дом 10, корпус 2";"(499) 904-72-71";"";"";"";"90541700";
389;"Общественный пункт охраны порядка Северного административного округа № 17";"17";"Северный административный округ";"район Восточное Дегунино";"Дубнинская улица, дом 20, корпус 2";"(499) 481-03-66";"";"";"";"90541701";
390;"Общественный пункт охраны порядка Северного административного округа № 18";"18";"Северный административный округ";"район Восточное Дегунино";"Керамический проезд, дом 45";"(499) 900-20-72";"";"";"";"90541702";
391;"Общественный пункт охраны порядка Северного административного округа № 19";"19";"Северный административный округ";"район Восточное Дегунино";"Дубнинская улица, дом 34";"(495) 484-27-64";"";"";"";"90541703";
392;"Общественный пункт охраны порядка Северного административного округа № 20";"20";"Северный административный округ";"район Восточное Дегунино";"Керамический проезд, дом 71";"(495) 485-63-20";"";"";"";"90541704";
393;"Общественный пункт охраны порядка Северного административного округа № 21";"21";"Северный административный округ";"Головинский район";"Фестивальная улица, дом 38";"(495) 453-05-87";"";"";"";"90541705";
394;"Общественный пункт охраны порядка Северного административного округа № 22";"22";"Северный административный округ";"Головинский район";"Флотская улица, дом 82/6";"(495) 453-11-36";"";"";"";"90541706";
395;"Общественный пункт охраны порядка Северного административного округа № 23";"23";"Северный административный округ";"Головинский район";"Ленинградское шоссе, дом 66";"(499) 747-66-73";"";"";"";"90541707";
396;"Общественный пункт охраны порядка Северного административного округа № 24";"24";"Северный административный округ";"Головинский район";"Смольная улица, дом 11/13";"(499) 747-66-63";"";"";"";"90541708";
397;"Общественный пункт охраны порядка Северного административного округа № 25";"25";"Северный административный округ";"Головинский район";"Кронштадтский бульвар, дом 37В";"(495) 453-11-37";"";"";"";"90541709";
398;"Общественный пункт охраны порядка Северного административного округа № 26";"26";"Северный административный округ";"Головинский район";"3-й Лихачёвский переулок, дом 2, корпус 2";"(499) 154-96-13";"";"";"";"90541710";
399;"Общественный пункт охраны порядка Северного административного округа № 27";"27";"Северный административный округ";"Дмитровский район";"Дмитровское шоссе, дом 149";"(495) 485-43-27";"";"";"";"90541711";
400;"Общественный пункт охраны порядка Северного административного округа № 28";"28";"Северный административный округ";"Дмитровский район";"улица 800-летия Москвы, дом 2";"(495) 483-97-92";"";"";"";"90541712";
401;"Общественный пункт охраны порядка Северного административного округа № 29";"29";"Северный административный округ";"Дмитровский район";"Коровинское шоссе, дом 22";"(495) 484-76-96";"";"";"";"90541713";
402;"Общественный пункт охраны порядка Северного административного округа № 30";"30";"Северный административный округ";"Дмитровский район";"Дмитровское шоссе, дом 149";"(495) 485-43-27";"";"";"";"90541714";
403;"Общественный пункт охраны порядка Северного административного округа № 31";"31";"Северный административный округ";"Дмитровский район";"Клязьминская улица, дом 8, корпус 1";"(499) 905-22-98";"";"";"";"90541715";
404;"Общественный пункт охраны порядка Северного административного округа № 32";"32";"Северный административный округ";"Дмитровский район";"Клязьминская улица, дом 8, корпус 1";"(499) 905-22-98";"";"";"";"90541716";
405;"Общественный пункт охраны порядка Северного административного округа № 33";"33";"Северный административный округ";"район Западное Дегунино";"улица Ивана Сусанина, дом 6, корпус 4";"(499) 905-86-48";"";"";"";"90541717";
406;"Общественный пункт охраны порядка Северного административного округа № 34";"34";"Северный административный округ";"район Западное Дегунино";"Талдомская улица, дом 11";"(499) 905-47-86";"";"";"";"90541718";
407;"Общественный пункт охраны порядка Северного административного округа № 35";"35";"Северный административный округ";"район Западное Дегунино";"улица Маршала Федоренко, дом 2, корпус 3";"(495) 486-51-24";"";"";"";"90541719";
408;"Общественный пункт охраны порядка Северного административного округа № 36";"36";"Северный административный округ";"район Западное Дегунино";"Талдомская улица, дом 11, корпус 1";"(499) 905-37-32";"";"";"";"90541720";
409;"Общественный пункт охраны порядка Северного административного округа № 37";"37";"Северный административный округ";"район Коптево";"улица Зои и Александра Космодемьянских, дом 42";"(499) 159-50-31";"";"";"";"90541721";
410;"Общественный пункт охраны порядка Северного административного округа № 38";"38";"Северный административный округ";"район Коптево";"улица Зои и Александра Космодемьянских, дом 39";"(499) 154-44-35";"";"";"";"90541722";
411;"Общественный пункт охраны порядка Северного административного округа № 39";"39";"Северный административный округ";"район Коптево";"Коптевская улица, дом 26, корпус 3";"(495) 708-84-15";"";"";"";"90541723";
412;"Общественный пункт охраны порядка Северного административного округа № 40";"40";"Северный административный округ";"район Коптево";"3-й Новомихалковский проезд, дом 5";"(499) 153-23-67";"";"";"";"90541724";
413;"Общественный пункт охраны порядка Северного административного округа № 41";"41";"Северный административный округ";"район Коптево";"Михалковская улица, дом 26, корпус 2";"(499) 154-03-92";"";"";"";"90541725";
414;"Общественный пункт охраны порядка Северного административного округа № 42";"42";"Северный административный округ";"район Коптево";"Большая Академическая улица, дом 79, корпус 3";"(495) 482-46-26";"";"";"";"90541726";
415;"Общественный пункт охраны порядка Северного административного округа № 43";"43";"Северный административный округ";"район Коптево";"3-й Михалковский переулок, дом 4А";"(499) 154-04-17";"";"";"";"90541727";
416;"Общественный пункт охраны порядка Северного административного округа № 44";"44";"Северный административный округ";"район Левобережный";"Валдайский проезд, дом 6";"(499) 745-62-67";"";"";"";"90541728";
417;"Общественный пункт охраны порядка Северного административного округа № 45";"45";"Северный административный округ";"район Левобережный";"Смольная улица, дом 39";"(499) 458-02-23";"";"";"";"90541729";
418;"Общественный пункт охраны порядка Северного административного округа № 46";"46";"Северный административный округ";"район Левобережный";"Фестивальная улица, дом 9";"(495) 459-65-90";"";"";"";"90541730";
419;"Общественный пункт охраны порядка Северного административного округа № 47";"47";"Северный административный округ";"Молжаниновский район";"Охтинский проезд, дом, дом 8";"(495) 575-74-75";"";"";"";"90541731";
420;"Общественный пункт охраны порядка Северного административного округа № 48";"48";"Северный административный округ";"Савёловский район";"2-я Квесисская улица, дом 25";"(495) 656-06-20";"";"";"";"90541732";
421;"Общественный пункт охраны порядка Северного административного округа № 49";"49";"Северный административный округ";"Савёловский район";"Бутырская улица, дом 3";"(495) 685-66-60";"";"";"";"90541733";
422;"Общественный пункт охраны порядка Северного административного округа № 50";"50";"Северный административный округ";"Савёловский район";"улица Юннатов, дом 17, корпус 2";"(495) 656-06-67";"";"";"";"90541734";
423;"Общественный пункт охраны порядка Северного административного округа № 51";"51";"Северный административный округ";"Савёловский район";"Писцовая улица, дом 16, корпус 2";"(495) 685-08-23";"";"";"";"90541735";
424;"Общественный пункт охраны порядка Северного административного округа № 52";"52";"Северный административный округ";"Савёловский район";"Бутырская улица, дом 93";"(495) 611-70-32";"";"";"";"90541736";
425;"Общественный пункт охраны порядка Северного административного округа № 53";"53";"Северный административный округ";"район Сокол";"Новопесчаная улица, дом 23/7";"(499) 943-89-72";"";"";"";"90541737";
426;"Общественный пункт охраны порядка Северного административного округа № 54";"54";"Северный административный округ";"район Сокол";"Новопесчаная улица, дом 24";"(499) 943-89-35";"";"";"";"90541738";
427;"Общественный пункт охраны порядка Северного административного округа № 55";"55";"Северный административный округ";"район Сокол";"улица Панфилова, дом 2";"(499) 740-68-17";"";"";"";"90541739";
428;"Общественный пункт охраны порядка Северного административного округа № 56";"56";"Северный административный округ";"район Сокол";"Волоколамское шоссе, дом 15/22";"(499) 158-84-15";"";"";"";"90541740";
429;"Общественный пункт охраны порядка Северного административного округа № 57";"57";"Северный административный округ";"район Сокол";"улица Константина Царёва, дом 14";"(499) 158-86-61";"";"";"";"90541741";
430;"Общественный пункт охраны порядка Северного административного округа № 58";"58";"Северный административный округ";"Тимирязевский район";"улица Костякова, дом 8/6";"(499) 977-67-21";"";"";"";"90541742";
431;"Общественный пункт охраны порядка Северного административного округа № 59";"59";"Северный административный округ";"Тимирязевский район";"Дмитровское шоссе, дом 33, корпус 1";"(499) 976-09-04";"";"";"";"90541743";
432;"Общественный пункт охраны порядка Северного административного округа № 60";"60";"Северный административный округ";"Тимирязевский район";"Тимирязевская улица, дом 14";"(499) 977-27-38";"";"";"";"90541744";
433;"Общественный пункт охраны порядка Северного административного округа № 61";"61";"Северный административный округ";"Тимирязевский район";"3-й Нижнелихоборский проезд, дом 8";"(495) 482-33-84";"";"";"";"90541745";
434;"Общественный пункт охраны порядка Северного административного округа № 62";"62";"Северный административный округ";"Тимирязевский район";"Астрадамская улица, дом 6";"(495) 611-16-09";"";"";"";"90541746";
435;"Общественный пункт охраны порядка Северного административного округа № 63";"63";"Северный административный округ";"район Ховрино";"Фестивальная улица, дом 14";"(495) 456-05-06";"";"";"";"90541747";
436;"Общественный пункт охраны порядка Северного административного округа № 64";"64";"Северный административный округ";"район Ховрино";"улица Лавочкина, дом 44, корпус 1";"(495) 455-42-54";"";"";"";"90541748";
437;"Общественный пункт охраны порядка Северного административного округа № 65";"65";"Северный административный округ";"район Ховрино";"улица Дыбенко, дом 26, корпус 2";"(495) 455-10-65";"";"";"";"90541749";
438;"Общественный пункт охраны порядка Северного административного округа № 66";"66";"Северный административный округ";"район Ховрино";"Клинская улица, дом 19";"(495) 455-26-63";"";"";"";"90541750";
439;"Общественный пункт охраны порядка Северного административного округа № 67";"67";"Северный административный округ";"район Ховрино";"Зеленоградская улица, дом 33, корпус 1";"(495) 451-27-36";"";"";"";"90541751";
440;"Общественный пункт охраны порядка Северного административного округа № 68";"68";"Северный административный округ";"Хорошёвский район";"улица Куусинена, дом 4А, корпус 4";"(499) 195-32-45";"";"";"";"90541752";
441;"Общественный пункт охраны порядка Северного административного округа № 69";"69";"Северный административный округ";"Хорошёвский район";"улица Куусинена, дом 17, корпус 3";"(499) 943-23-93";"";"";"";"90541753";
442;"Общественный пункт охраны порядка Северного административного округа № 70";"70";"Северный административный округ";"Хорошёвский район";"улица Острякова, дом 6";"(499) 157-15-06";"";"";"";"90541754";
443;"Общественный пункт охраны порядка Северного административного округа № 71";"71";"Северный административный округ";"Хорошёвский район";"Хорошёвское шоссе, дом 11";"(495) 941-52-90";"";"";"";"90541755";
444;"Общественный пункт охраны порядка Северо-Восточного административного округа № 1";"1";"Северо-Восточный административный округ";"Алексеевский район";"улица Космонавтов, дом 6";"(495) 683-93-37";"";"";"";"90541756";
445;"Общественный пункт охраны порядка Северо-Восточного административного округа № 2";"2";"Северо-Восточный административный округ";"Алексеевский район";"улица Бориса Галушкина, дом 17";"(495) 683-25-10";"";"";"";"90541757";
446;"Общественный пункт охраны порядка Северо-Восточного административного округа № 3";"3";"Северо-Восточный административный округ";"Алексеевский район";"проспект Мира, дом 118";"(495) 682-05-45";"";"";"";"90541758";
447;"Общественный пункт охраны порядка Северо-Восточного административного округа № 4";"4";"Северо-Восточный административный округ";"Алексеевский район";"улица Павла Корчагина, дом 16";"(495) 683-51-44";"";"";"";"90541759";
448;"Общественный пункт охраны порядка Северо-Восточного административного округа № 5";"5";"Северо-Восточный административный округ";"Алексеевский район";"улица Константинова, дом 11";"(495) 686-07-61";"";"";"";"90541760";
449;"Общественный пункт охраны порядка Северо-Восточного административного округа № 6";"6";"Северо-Восточный административный округ";"Алексеевский район";"улица Бориса Галушкина, дом 18Г";"(495) 683-63-65";"";"";"";"90541761";
450;"Общественный пункт охраны порядка Северо-Восточного административного округа № 7";"7";"Северо-Восточный административный округ";"Алтуфьевский район";"Инженерная улица, дом 15";"(499) 745-37-30";"";"";"";"90541762";
451;"Общественный пункт охраны порядка Северо-Восточного административного округа № 8";"8";"Северо-Восточный административный округ";"Алтуфьевский район";"Костромская улица, дом 14А";"(499) 901-11-15";"";"";"";"90541763";
452;"Общественный пункт охраны порядка Северо-Восточного административного округа № 9";"9";"Северо-Восточный административный округ";"Алтуфьевский район";"Костромская улица, дом 12А";"(499) 745-37-32";"";"";"";"90541764";
453;"Общественный пункт охраны порядка Северо-Восточного административного округа № 10";"10";"Северо-Восточный административный округ";"Алтуфьевский район";"Инженерная улица, дом 9, корпус 1";"(499) 745-37-30";"";"";"";"90541765";
454;"Общественный пункт охраны порядка Северо-Восточного административного округа № 11";"11";"Северо-Восточный административный округ";"Бабушкинский район";"Ленская улица, дом 8, корпус 1";"(495) 471-20-96";"";"";"";"90541766";
455;"Общественный пункт охраны порядка Северо-Восточного административного округа № 14";"14";"Северо-Восточный административный округ";"Бабушкинский район";"улица Лётчика Бабушкина, дом 11/2";"(495) 471-11-65";"";"";"";"90541767";
456;"Общественный пункт охраны порядка Северо-Восточного административного округа № 12";"12";"Северо-Восточный административный округ";"Бабушкинский район";"Ленская улица, дом 28";"(499) 798-00-25";"";"";"";"90541768";
457;"Общественный пункт охраны порядка Северо-Восточного административного округа № 13";"13";"Северо-Восточный административный округ";"Бабушкинский район";"Олонецкий проезд, дом 18";"(495) 472-24-83";"";"";"";"90541769";
458;"Общественный пункт охраны порядка Северо-Восточного административного округа № 15";"15";"Северо-Восточный административный округ";"Бабушкинский район";"Осташковская улица, дом 9, корпус 1";"(499) 185-96-70";"";"";"";"90541770";
459;"Общественный пункт охраны порядка Северо-Восточного административного округа № 16";"16";"Северо-Восточный административный округ";"район Бибирево";"Мурановская улица, дом 3";"(499) 206-40-34";"";"";"";"90541771";
460;"Общественный пункт охраны порядка Северо-Восточного административного округа № 17";"17";"Северо-Восточный административный округ";"район Бибирево";"улица Лескова, дом 25";"(499) 205-03-31";"";"";"";"90541772";
461;"Общественный пункт охраны порядка Северо-Восточного административного округа № 18";"18";"Северо-Восточный административный округ";"район Бибирево";"Белозерская улица, дом 9А";"(499) 205-31-45";"";"";"";"90541773";
462;"Общественный пункт охраны порядка Северо-Восточного административного округа № 19";"19";"Северо-Восточный административный округ";"район Бибирево";"улица Конёнкова, дом 9";"(499) 206-15-17";"";"";"";"90541774";
463;"Общественный пункт охраны порядка Северо-Восточного административного округа № 20";"20";"Северо-Восточный административный округ";"район Бибирево";"улица Плещеева, дом 3";"(499) 902-45-90";"";"";"";"90541775";
464;"Общественный пункт охраны порядка Северо-Восточного административного округа № 21";"21";"Северо-Восточный административный округ";"район Бибирево";"улица Плещеева, дом 20";"(499) 206-95-09";"";"";"";"90541776";
465;"Общественный пункт охраны порядка Северо-Восточного административного округа № 22";"22";"Северо-Восточный административный округ";"район Бибирево";"Алтуфьевское шоссе, дом 96";"(499) 908-76-13";"";"";"";"90541777";
466;"Общественный пункт охраны порядка Северо-Восточного административного округа № 23";"23";"Северо-Восточный административный округ";"район Бибирево";"улица Лескова, дом 6";"(499) 909-01-61";"";"";"";"90541778";
467;"Общественный пункт охраны порядка Северо-Восточного административного округа № 24";"24";"Северо-Восточный административный округ";"район Бибирево";"улица Конёнкова, дом 15В";"(499) 206-32-07";"";"";"";"90541779";
468;"Общественный пункт охраны порядка Северо-Восточного административного округа № 25";"25";"Северо-Восточный административный округ";"Бутырский район";"улица Милашенкова, дом 18";"(495) 229-05-93";"";"";"";"90541780";
469;"Общественный пункт охраны порядка Северо-Восточного административного округа № 26";"26";"Северо-Восточный административный округ";"Бутырский район";"улица Милашенкова, дом 18";"(495) 639-22-27";"";"";"";"90541781";
470;"Общественный пункт охраны порядка Северо-Восточного административного округа № 27";"27";"Северо-Восточный административный округ";"Бутырский район";"улица Гончарова, дом 7А";"(495) 229-05-93";"";"";"";"90541782";
471;"Общественный пункт охраны порядка Северо-Восточного административного округа № 29";"29";"Северо-Восточный административный округ";"район Лианозово";"Абрамцевская улица, дом 9, корпус 3";"(499) 909-10-00";"";"";"";"90541783";
472;"Общественный пункт охраны порядка Северо-Восточного административного округа № 30";"30";"Северо-Восточный административный округ";"район Лианозово";"Алтуфьевское шоссе, дом 95Б";"(499) 908-77-73";"";"";"";"90541784";
473;"Общественный пункт охраны порядка Северо-Восточного административного округа № 31";"31";"Северо-Восточный административный округ";"район Лианозово";"Абрамцевская улица, дом 8А";"(499) 200-98-00";"";"";"";"90541785";
474;"Общественный пункт охраны порядка Северо-Восточного административного округа № 32";"32";"Северо-Восточный административный округ";"район Лианозово";"Угличская улица, дом 6";"(499) 200-72-00";"";"";"";"90541786";
475;"Общественный пункт охраны порядка Северо-Восточного административного округа № 33";"33";"Северо-Восточный административный округ";"район Лианозово";"Псковская улица, дом 2, корпус 1";"(499) 200-70-74";"";"";"";"90541787";
476;"Общественный пункт охраны порядка Северо-Восточного административного округа № 34";"34";"Северо-Восточный административный округ";"район Лианозово";"Алтуфьевское шоссе, дом 89А";"(499) 209-42-10";"";"";"";"90541788";
477;"Общественный пункт охраны порядка Северо-Восточного административного округа № 35";"35";"Северо-Восточный административный округ";"Лосиноостровский район";"Изумрудная улица, дом 32";"(495) 474-82-61";"";"";"";"90541789";
478;"Общественный пункт охраны порядка Северо-Восточного административного округа № 36";"36";"Северо-Восточный административный округ";"Лосиноостровский район";"Тайнинская улица, дом 8";"(499) 185-54-67";"";"";"";"90541790";
479;"Общественный пункт охраны порядка Северо-Восточного административного округа № 37";"37";"Северо-Восточный административный округ";"Лосиноостровский район";"Стартовая улица, дом 33";"(495) 474-98-86";"";"";"";"90541791";
480;"Общественный пункт охраны порядка Северо-Восточного административного округа № 38";"38";"Северо-Восточный административный округ";"Лосиноостровский район";"улица Малыгина, дом 1, корпус 2";"(495) 475-78-06";"";"";"";"90541792";
481;"Общественный пункт охраны порядка Северо-Восточного административного округа № 39";"39";"Северо-Восточный административный округ";"район Марфино";"улица Академика Комарова, дом 9А";"(495) 618-31-70";"";"";"";"90541793";
482;"Общественный пункт охраны порядка Северо-Восточного административного округа № 40";"40";"Северо-Восточный административный округ";"район Марфино";"улица Комдива Орлова, дом 8";"(499) 488-62-78";"";"";"";"90541794";
483;"Общественный пункт охраны порядка Северо-Восточного административного округа № 41";"41";"Северо-Восточный административный округ";"район Марьина Роща";"Октябрьский переулок, дом 13";"(495) 684-30-16";"";"";"";"90541795";
484;"Общественный пункт охраны порядка Северо-Восточного административного округа № 42";"42";"Северо-Восточный административный округ";"район Марьина Роща";"Стрелецкая улица, дом 6";"(495) 689-10-32";"";"";"";"90541796";
485;"Общественный пункт охраны порядка Северо-Восточного административного округа № 43";"43";"Северо-Восточный административный округ";"район Марьина Роща";"3-й проезд Марьиной Рощи, дом 5";"(495) 631-10-03";"";"";"";"90541797";
486;"Общественный пункт охраны порядка Северо-Восточного административного округа № 44";"44";"Северо-Восточный административный округ";"район Марьина Роща";"Минаевский переулок, дом 3";"(499) 973-09-60";"";"";"";"90541798";
487;"Общественный пункт охраны порядка Северо-Восточного административного округа № 45";"45";"Северо-Восточный административный округ";"Останкинский район";"улица Годовикова, дом 6";"(495) 602-43-20";"";"";"";"90541799";
488;"Общественный пункт охраны порядка Северо-Восточного административного округа № 46";"46";"Северо-Восточный административный округ";"Останкинский район";"Звёздный бульвар, дом 30, корпус 1";"(495) 615-50-69";"";"";"";"90541800";
489;"Общественный пункт охраны порядка Северо-Восточного административного округа № 47";"47";"Северо-Восточный административный округ";"Останкинский район";"улица Цандера, дом 7";"(495) 602-21-45";"";"";"";"90541801";
490;"Общественный пункт охраны порядка Северо-Восточного административного округа № 48";"48";"Северо-Восточный административный округ";"Останкинский район";"проезд Ольминского, дом 3";"(495) 682-20-33";"";"";"";"90543402";
491;"Общественный пункт охраны порядка Северо-Восточного административного округа № 49";"49";"Северо-Восточный административный округ";"Останкинский район";"улица Годовикова, дом 2";"(495) 687-19-20";"";"";"";"90543403";
