ROWNUM;NAME;ADDRESS;X;Y;OPLATA;MESTO;VHOD;VNUTR;UNIVERS_USLUGA;GLOBALID;
822;"Метро-переход";"Профсоюзная ст. м. корп. стр. южный переход";"37,561981";"55,677128";"Карты+монеты";"Метро-переход";"Нет";"Нет";"Нет";"90836921";
823;"Ул.Кабина";"Усачева ул. 62 корп. стр.";"37,563212";"55,725051";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836922";
824;"Метро-улица";"Спортивная ст.м. корп. стр. вых. 10 лет Октября";"37,565996";"55,723837";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90836923";
825;"Метро-улица";"Спортивная ст.м. корп. стр. вых. к Ц.С. Ленина";"37,561494";"55,722383";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90836924";
826;"Метро-улица";"Спортивная ст.м. корп. стр. вых. к Ц.С. Ленина";"37,561467";"55,722371";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90836925";
827;"Метро-улица";"Спортивная ст.м. корп. стр. вых. к Ц.С. Ленина";"37,561391";"55,722307";"Карты";"Метро-улица";"Нет";"Нет";"Нет";"90836926";
828;"Метро-улица";"Спортивная ст.м. корп. стр. вых. 10 лет Октября";"37,565831";"55,723774";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90836927";
829;"Метро-улица";"Спортивная ст.м. корп. стр. вых. 10 лет Октября";"37,565954";"55,723821";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90836928";
830;"Метро-вистебюль";"Спортивная ст.м. корп. стр. вых. к Ц.С. Ленина";"37,561816";"55,72236";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90836929";
831;"Метро-улица";"Спортивная ст.м. корп. стр. вых. 10 лет Октября";"37,565886";"55,723793";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90836930";
832;"Метро-улица";"Спортивная ст.м. корп. стр. вых. 10 лет Октября";"37,565571";"55,724004";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90836931";
833;"Метро-улица";"Спортивная ст.м. корп. стр. вых. к Лужникам";"37,561435";"55,722353";"Карты";"Метро-улица";"Да";"Нет";"Да";"90836932";
834;"Школа";"Дубнинская ул. 41 корп. стр. школа №272";"37,562044";"55,86855";"Карты";"Школа";"Нет";"Да";"Нет";"90836933";
835;"Школа";"Бабушкина Ивана ул. 15 корп.5 стр. школа 104";"37,564497";"55,684159";"Карты";"Школа";"Нет";"Да";"Нет";"90836934";
836;"Школа";"Трехгорный вал ул. 2/4 корп. стр. училище духовное";"37,562609";"55,758658";"Карты";"Школа";"Нет";"Да";"Нет";"90836935";
837;"Метро-переход";"Тысяча девятьсот пятого года ст.м. корп. стр. вых. к трансагенству";"37,560246";"55,765596";"Карты+монеты";"Метро-переход";"Нет";"Нет";"Нет";"90836936";
838;"Метро-вистебюль";"Тысяча девятьсот пятого года ст.м. корп. стр.";"37,56252";"55,764008";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90836937";
839;"Организация";"Новочеремушкинская ул. 65 корп. стр. СвТУ абонентский зал";"37,562202";"55,664864";"Карты";"Организация";"Нет";"Нет";"Нет";"90836938";
840;"Организация";"Новочеремушкинская ул. 65 корп. стр. СвТУ абонентский зал";"37,562471";"55,664869";"Карты";"Организация";"Нет";"Нет";"Нет";"90836939";
841;"Школа";"Керамический пр. 55 корп.3 стр. школа 1296";"37,562437";"55,877353";"Карты";"Школа";"Нет";"Да";"Нет";"90836940";
842;"Ул.Кабина";"Пироговская Б. ул. 51/6 корп.6 стр.";"37,562588";"55,727988";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836941";
843;"Организация";"Юных Ленинцев просп. 9 корп. стр. Центр занятости";"37,562787";"55,474914";"Карты";"Организация";"Нет";"Да";"Нет";"90836942";
844;"Ул.Кабина";"Дорогомиловская Б. ул. 10 корп. стр.";"37,561938";"55,746309";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836943";
845;"Ул.Кабина";"Бескудниковский бульв. 12 корп. стр. торг.центр";"37,562751";"55,86212";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836944";
846;"Организация";"Савельева ул. 5 корп. стр. усадьба ТРУБЕЦКИХ";"37,562734";"55,722663";"Карты";"Организация";"Нет";"Да";"Нет";"90836945";
847;"Метро-улица";"Профсоюзная ул. 26 корп. стр. у метро Профсоюзная";"37,56325";"55,678803";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90836946";
848;"Ул.Кабина";"Профсоюзная ул. 26 корп. стр.";"37,563263";"55,6788";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836947";
849;"Ул.Кабина";"Брянская ул. 3 корп. стр.";"37,563341";"55,744091";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836948";
850;"Ул.Кабина";"Брянская ул. 3";"37,563238";"55,744097";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836949";
851;"Ул.Кабина";"Пресненский вал ул. 1/2 корп. стр.";"37,562777";"55,764018";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836950";
852;"Ул.Кабина";"Бескудниковский бульв. 2 корп.1 стр. у магазина";"37,562782";"55,857409";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836951";
853;"Ул.Кабина";"Пресненский вал ул. 3 корп. стр.";"37,564006";"55,765478";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836952";
854;"Ул.Кабина";"Петровско-Разумовский пр. 24/4 корп. стр.";"37,563598";"55,803015";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836953";
855;"Ул.Кабина";"Нахимовский просп. 51/21 корп. стр.";"37,563143";"55,677511";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836954";
856;"Школа";"Новочеремушкинская ул. 56 корп.2 стр. Школа 193";"37,56384";"55,669294";"Карты";"Школа";"Нет";"Да";"Нет";"90836955";
857;"Школа";"Усачева ул. 52 корп. стр. лицей 1535";"37,565075";"55,725891";"Карты";"Школа";"Нет";"Да";"Нет";"90836956";
858;"Метро-улица";"Профсоюзная ул. 24 корп.1 стр. у м. Профсоюзная";"37,564273";"55,67972";"Карты";"Метро-улица";"Да";"Нет";"Да";"90836957";
859;"Школа";"Профсоюзная ул. 24 а корп.;стр.;Школа 584";"37,562197";"55,680571";"Карты";"Школа";"Нет";"Да";"Нет";"90836958";
860;"Ул.Кабина";"Пресненский вал ул. 4 корп. стр.";"37,563991";"55,763988";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836959";
861;"Школа";"Изюмская ул. 28 корп.3 стр. Школа №2003";"37,563217";"55,549806";"Карты";"Школа";"Нет";"Да";"Нет";"90836960";
862;"Ул.Кабина";"Профсоюзная ул. 19 корп. стр.";"37,563863";"55,678391";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836961";
863;"Школа";"Изюмская ул. 38 корп.1 стр. школа 1354";"37,563889";"55,548092";"Карты";"Школа";"Нет";"Да";"Нет";"90836962";
864;"Ул.Кабина";"Нахимовский просп. 42 корп. стр.";"37,563812";"55,678018";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836963";
865;"Ул.Кабина";"Красная Пресня ул. 44 корп. стр.";"37,564841";"55,762824";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836964";
866;"Школа";"Бескудниковский пер. 4 корп. стр. Школа 208";"37,556908";"55,862868";"Карты";"Школа";"Нет";"Да";"Нет";"90836965";
867;"Больница";"Пироговская Б. ул. 4/1 корп. стр. кож. клиника, муж. отд., 2 эт.";"37,564827";"55,729685";"Карты";"Больница";"Нет";"Нет";"Нет";"90836966";
868;"Школа";"Дубнинская ул. 18 а корп.;стр.;";"37,565689";"55,869304";"Карты";"Школа";"Нет";"Да";"Нет";"90836967";
869;"Школа";"Дубнинская ул. 18 а корп.;стр.;";"37,567779";"55,870058";"Карты";"Школа";"Нет";"Да";"Нет";"90836968";
870;"Метро";"Киевская ст. м. корп. стр. кольцевая";"37,565261";"55,743203";"Карты+монеты";"Метро";"Нет";"Нет";"Нет";"90836969";
871;"Метро-переход";"Киевского вокзала пл. корп. стр. подземный переход";"37,567411";"55,743943";"Карты+монеты";"Метро-переход";"Нет";"Нет";"Нет";"90836970";
872;"Вокзал-улица";"Киевского вокзала пл. корп. стр. у башни";"37,567231";"55,743777";"Карты";"Вокзал-улица";"Нет";"Нет";"Нет";"90836971";
873;"Вокзал-улица";"Киевский вокзал корп. стр. у под. №2";"37,56799";"55,742978";"Карты";"Вокзал-улица";"Нет";"Нет";"Нет";"90836972";
874;"Вокзал-улица";"Киевского вокзала пл. корп. стр. у башни";"37,567295";"55,743862";"Карты";"Вокзал-улица";"Нет";"Нет";"Нет";"90836973";
875;"Вокзал-улица";"Киевского вокзала пл. корп. стр. у башни";"37,567343";"55,743876";"Карты";"Вокзал-улица";"Нет";"Нет";"Нет";"90836974";
876;"Вокзал-улица";"Киевского вокзала пл. корп. стр. у башни";"37,567387";"55,743814";"Карты";"Вокзал-улица";"Нет";"Нет";"Нет";"90836975";
877;"Вокзал-улица";"Киевский вокзал корп. стр. у подъезда №2";"37,567881";"55,742945";"Карты";"Вокзал-улица";"Да";"Нет";"Да";"90836976";
878;"Школа";"Тимирязевская ул. 21 корп. стр. школа-инт. №8";"37,565627";"55,813538";"Карты";"Школа";"Нет";"Да";"Нет";"90836977";
879;"Ул.Кабина";"Доватора ул. 12 корп. стр.";"37,565786";"55,723129";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836978";
880;"Школа";"Дубнинская ул. 23 корп. стр. школа №231";"37,566523";"55,862517";"Карты";"Школа";"Нет";"Да";"Нет";"90836979";
881;"Школа";"Изюмская ул. 34 корп.3 стр. школа 2008";"37,562306";"55,548908";"Карты";"Школа";"Нет";"Да";"Нет";"90836980";
882;"Школа";"Вавилова ул. 51 корп. стр. Школа №199";"37,565775";"55,692301";"Карты";"Школа";"Нет";"Да";"Нет";"90836981";
883;"Ул.Кабина";"Профсоюзная ул. 20/9 корп. стр.";"37,567071";"55,682327";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836982";
884;"Больница";"Предтеченский Б. пер. 15 корп. стр. 6 эт., больница №19";"37,567408";"55,759485";"Карты";"Больница";"Нет";"Нет";"Нет";"90836983";
885;"Школа";"Столярный пер. 16 корп. стр. колледж педагогич.5";"37,566246";"55,764122";"Карты";"Школа";"Нет";"Да";"Нет";"90836984";
886;"Жилой дом";"Юных Ленинцев просп. 77 корп.3 стр. под. 1";"37,566431";"55,481123";"Карты";"Жилой дом";"Нет";"Да";"Нет";"90836985";
887;"Больница";"Доватора ул. 15 корп. стр. 61 б-ца, стар.корп. 2 эт.";"37,566074";"55,722219";"Карты";"Больница";"Нет";"Нет";"Нет";"90836986";
888;"Больница";"Доватора ул. 15 корп. стр. 61 б-ца, стар.корп. 3 эт.";"37,566048";"55,72221";"Карты";"Больница";"Нет";"Нет";"Нет";"90836987";
889;"Ул.Кабина";"Ленинградский просп. 27 корп. стр.";"37,566581";"55,7842";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90836988";
890;"Школа";"Новочеремушкинская ул. 48 корп. стр. Школа-интернат 56";"37,567555";"55,672808";"Карты";"Школа";"Нет";"Да";"Нет";"90836989";
891;"Школа";"Новочеремушкинская ул. 48 корп. стр. Школа 19";"37,566899";"55,672847";"Карты";"Школа";"Нет";"Да";"Нет";"90836990";
892;"Школа";"Угличская ул. 17 а корп.;стр.;Школа 1051";"37,566975";"55,903922";"Карты";"Школа";"Нет";"Да";"Нет";"90836991";
893;"Больница";"Ефремова ул. 24 корп. стр. 61 б-ца, нов. корп., 5 эт.";"37,566207";"55,721371";"Карты";"Больница";"Нет";"Нет";"Нет";"90836992";
894;"Больница";"Ефремова ул. 24 корп. стр. 61 б-ца, нов. корп., 3 эт.";"37,566198";"55,721359";"Карты";"Больница";"Нет";"Нет";"Нет";"90836993";
895;"Ул.Кабина";"Усачева ул. 19 корп. стр.";"37,566692";"55,72601";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836994";
896;"Школа";"Профсоюзная ул. 15 а корп.;стр.;Школа 191";"37,568519";"55,678163";"Карты";"Школа";"Нет";"Да";"Нет";"90836995";
897;"Ул.Кабина";"Дубнинская ул. 12 корп. стр. у АТС 481";"37,566422";"55,864176";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836996";
898;"Организация";"Дубнинская ул. 12 корп. стр. АТС 1 эт.";"37,566661";"55,864127";"Карты";"Организация";"Нет";"Нет";"Нет";"90836997";
899;"Ул.Кабина";"Севастопольский просп. 40 корп. стр. у торгового комплекса";"37,570202";"55,656213";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90836998";
900;"Школа";"Тимирязевская ул. 14 а корп.;стр.;школа №238";"37,568911";"55,813343";"Карты";"Школа";"Нет";"Да";"Нет";"90836999";
901;"Ул.Кабина";"Дорогомиловская Б. ул. 6 корп. стр.";"37,569318";"55,745468";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837000";
902;"Школа";"Перекопская ул. 21 корп.2 стр. Школа 1385";"37,569259";"55,660211";"Карты";"Школа";"Нет";"Да";"Нет";"90837001";
903;"Школа";"Доватора ул. 5/9 корп. стр. школа 54";"37,56999";"55,72395";"Карты";"Школа";"Нет";"Нет";"Нет";"90837002";
904;"Школа";"Дмитровское шоссе 45 а корп.;стр.;школа №885";"37,570242";"55,834215";"Карты";"Школа";"Нет";"Да";"Нет";"90837003";
905;"Школа";"Донского Дмитрия бульв. 14 а корп.;стр.;УВК 1681";"37,569817";"55,565066";"Карты";"Школа";"Нет";"Да";"Нет";"90837004";
906;"Школа";"Донского Дмитрия бульв. 14 в корп.;стр.;УВК 1681";"37,570533";"55,565334";"Карты";"Школа";"Нет";"Да";"Нет";"90837005";
907;"Ул.Кабина";"Дмитровское шоссе 42 корп. стр. у магазина";"37,570259";"55,84265";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837006";
908;"Школа";"Перекопская 28 корп. стр.";"37,57065";"55,661569";"Карты";"Школа";"Нет";"Да";"Нет";"90837007";
909;"Школа";"Профсоюзная ул. 9 а корп.;стр.;школа 4";"37,571239";"55,68228";"Карты";"Школа";"Нет";"Да";"Нет";"90837008";
910;"Школа";"Профсоюзная ул. 9 а корп.;стр.;Школа 4";"37,570957";"55,682116";"Карты";"Школа";"Нет";"Да";"Нет";"90837009";
911;"Школа";"Дубнинская ул. 8 а корп.;стр.;школа №1211";"37,570651";"55,861206";"Карты";"Школа";"Нет";"Да";"Нет";"90837010";
912;"Больница";"Пироговская Б. ул. 2/1 корп. стр. Урология, 2 эт.";"37,570966";"55,732545";"Карты+монеты";"Больница";"Нет";"Нет";"Нет";"90837011";
913;"Гостиница";"Ленинский просп. 38 корп. стр.";"37,571868";"55,704448";"Карты";"Гостиница";"Да";"Нет";"Да";"90837012";
914;"Организация";"Заморенова ул. 11 корп. стр. ЦУС";"37,571634";"55,759837";"Карты";"Организация";"Нет";"Нет";"Нет";"90837013";
915;"Школа";"Ульянова Дмитрия ул. 15 корп. стр. Школа №199";"37,571686";"55,690022";"Карты";"Школа";"Нет";"Да";"Нет";"90837014";
916;"Школа";"Цюрупы ул. 14 А корп.;стр.;Школа 523";"37,571714";"55,669298";"Карты";"Школа";"Нет";"Да";"Нет";"90837015";
917;"Ул.Кабина";"Башиловка Нов. ул. 14 корп. стр.";"37,571668";"55,789431";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837016";
918;"Больница";"Погодинская ул. 1/1 корп. стр. 6 эт.";"37,571829";"55,734111";"Карты";"Больница";"Нет";"Нет";"Нет";"90837017";
919;"Больница";"Погодинская ул. 1/1 корп. стр. клиника, 5 эт.";"37,571829";"55,734111";"Карты+монеты";"Больница";"Нет";"Нет";"Нет";"90837018";
920;"Больница";"Погодинская ул. 1/1 корп. стр. 3 эт.";"37,571829";"55,734111";"Карты";"Больница";"Нет";"Нет";"Нет";"90837019";
921;"Ул.Кабина";"Грузинская М. ул. 12 корп. стр.";"37,572019";"55,764099";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837020";
922;"Ул.Кабина";"Кржижановского ул. 20/30 корп.1 стр.";"37,572217";"55,679179";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837021";
923;"Метро-переход";"Академическая ст. м. корп. стр. северный переход";"37,573977";"55,688746";"Карты+монеты";"Метро-переход";"Нет";"Нет";"Нет";"90837022";
924;"Метро-переход";"Академическая ст. м. корп. стр. юг";"37,572421";"55,687162";"Карты";"Метро-переход";"Да";"Нет";"Да";"90837023";
925;"Ул.Кабина";"Профсоюзная ул. 2 корп. стр.";"37,572325";"55,687304";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837024";
926;"Ул.Кабина";"Грузинская М. ул. 41 корп. стр.";"37,572434";"55,772029";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837025";
927;"Ул.Кабина";"Косыгина ул. 5 корп. стр.";"37,572108";"55,707107";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837026";
928;"Ул.Кабина";"Ростовский 7-й пер. корп. стр. у пешех. Моста";"37,572743";"55,739981";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837027";
929;"Школа";"Абрамцевская ул. 1 корп. стр. Музыкал. школа";"37,573436";"55,89386";"Карты";"Школа";"Нет";"Да";"Нет";"90837028";
930;"Метро-улица";"Профсоюзная ул. 1/24 корп. стр. м. Академическая";"37,57293";"55,686848";"Карты";"Метро-улица";"Да";"Нет";"Да";"90837029";
931;"Школа";"Линейный пр. 11 корп. стр. Школа 163";"37,573462";"55,842224";"Карты";"Школа";"Нет";"Да";"Нет";"90837030";
932;"Ул.Кабина";"Красная Пресня ул. 9 корп. стр.";"37,573377";"55,761119";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837031";
933;"Ул.Кабина";"Шестидесятилетия Октября просп. 20 корп. стр.";"37,57396";"55,688865";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837032";
934;"Школа";"Дмитровское шоссе 34 корп.2 стр. Худ. школа";"37,574624";"55,840232";"Карты";"Школа";"Нет";"Да";"Нет";"90837033";
935;"Школа";"Масловка Нижн. ул. 16 корп. стр. школа 1601";"37,573472";"55,792285";"Карты";"Школа";"Нет";"Да";"Нет";"90837034";
936;"Школа";"Писцовая ул. 7 а корп.;стр.;Школа";"37,574374";"55,797383";"Карты";"Школа";"Нет";"Да";"Нет";"90837035";
937;"Школа";"Расковой ул. 20 а корп.;стр.;школа-интернат";"37,57349";"55,787041";"Карты";"Школа";"Нет";"Да";"Нет";"90837036";
938;"Школа";"Кедрова ул. 11 корп. стр. гимназия 1534";"37,57434";"55,685047";"Карты";"Школа";"Нет";"Да";"Нет";"90837037";
939;"Школа";"Кедрова ул. 11 корп. стр. гимназия 1534";"37,574094";"55,684743";"Карты";"Школа";"Нет";"Да";"Нет";"90837038";
940;"Школа";"Правды ул. 1 а корп.;стр.;школа";"37,57434";"55,78473";"Карты";"Школа";"Нет";"Да";"Нет";"90837039";
941;"Ул.Кабина";"Ульянова Дмитрия ул. 24 корп. стр.";"37,574798";"55,686925";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837040";
942;"Ул.Кабина";"Кржижановского ул. 19 корп. стр.";"37,574568";"55,678745";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837041";
943;"Ул.Кабина";"Красная Пресня ул. 6 корп. стр.";"37,574762";"55,761307";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837042";
944;"Ул.Кабина";"Красная Пресня ул. 6 корп. стр.";"37,574633";"55,761323";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837043";
945;"Школа";"Ленинский просп. 34 а корп.;стр.;школа 192";"37,574804";"55,706732";"Карты";"Школа";"Нет";"Да";"Нет";"90837044";
946;"Школа";"Донского Дмитрия бульв. 6 корп.1 стр. школа 1332";"37,572534";"55,569374";"Карты";"Школа";"Нет";"Да";"Нет";"90837045";
947;"Школа";"Донского Дмитрия бульв. 6 в корп.;стр.;школа 1071";"37,571322";"55,56954";"Карты";"Школа";"Нет";"Да";"Нет";"90837046";
948;"Метро-вистебюль";"Тимирязевская ст.м. корп. стр.";"37,575029";"55,81895";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90837047";
949;"Метро-улица";"Дмитровское шоссе корп. стр. метро Тимирязевская";"37,574545";"55,818632";"Карты";"Метро-улица";"Да";"Нет";"Да";"90837048";
950;"Школа";"Дмитровское шоссе 5 а корп.;стр.;школа 218";"37,575283";"55,812039";"Карты";"Школа";"Нет";"Да";"Нет";"90837049";
951;"Метро-улица";"Шестидесятилетия Октября просп. 31 корп. стр.";"37,574813";"55,688508";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90837050";
952;"Метро-вистебюль";"Петровско-Разумовская ст. м. корп. стр.";"37,575511";"55,836624";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90837051";
953;"Метро-улица";"Петровско-Разумовская ст. м. корп. стр.";"37,575276";"55,836691";"Карты";"Метро-улица";"Да";"Нет";"Да";"90837052";
954;"Организация";"Дмитровское шоссе 5 корп.1 стр. УСЗН Тимирязевского р-на 1 эт.";"37,576177";"55,81254";"Карты";"Организация";"Нет";"Да";"Нет";"90837053";
955;"Ул.Кабина";"Масловка Нижн. ул. 14 корп. стр.";"37,577032";"55,792067";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837054";
956;"Ул.Кабина";"Гостиничный пр. 8 корп.1 стр.";"37,575624";"55,846403";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837055";
957;"Школа";"Хуторская 2-я ул. 15/17 корп. стр. школа 694";"37,576147";"55,805986";"Карты";"Школа";"Нет";"Да";"Нет";"90837056";
958;"Метро-улица";"Красная Пресня ул. 1 корп. стр.5 Краснопресненская ст.м. у подз. перех.";"37,576695";"55,760685";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90837057";
959;"Метро-улица";"Красная Пресня ул. 1 корп. стр.5 Краснопресненская ст.м. у подз. перех.";"37,576859";"55,760618";"Карты";"Метро-улица";"Да";"Нет";"Да";"90837058";
960;"Метро-улица";"Бульвар Дмитрия Донского ст. м. корп. стр. южный выход";"37,57549";"55,568852";"Карты";"Метро-улица";"Да";"Нет";"Да";"90837059";
961;"Метро-переход";"Бульвар Дмитрия Донского ст. м. корп. стр. север";"37,576904";"55,570319";"Карты";"Метро-переход";"Да";"Нет";"Да";"90837060";
962;"Школа";"Каховка ул. 19 корп.3 стр. Школа 533";"37,576466";"55,651743";"Карты";"Школа";"Нет";"Да";"Нет";"90837061";
963;"Школа";"Цюрупы ул. 10 корп. стр.1 Школа-интернат 61";"37,575988";"55,669264";"Карты";"Школа";"Нет";"Да";"Нет";"90837062";
964;"Школа";"Гостиничная ул. 8 корп.1 стр. школа №278";"37,581814";"55,845236";"Карты";"Школа";"Нет";"Да";"Нет";"90837063";
965;"Больница";"Хользунов пер. 7 корп. стр. морг";"37,577466";"55,731647";"Карты";"Больница";"Нет";"Да";"Нет";"90837064";
966;"Метро-вистебюль";"Краснопресненская ст.м. корп. стр. выход,ниша";"37,577358";"55,760275";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90837065";
967;"Метро-улица";"Краснопресненская ст.м. корп. стр. вход";"37,576914";"55,760392";"Карты";"Метро-улица";"Да";"Нет";"Да";"90837066";
968;"Ул.Кабина";"Нахимовский просп. 28 корп. стр.";"37,577892";"55,67315";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837067";
969;"Ул.Кабина";"Краснопресненская ст.м. корп. стр. у подз. перех.";"37,576731";"55,760895";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837068";
970;"Ул.Кабина";"Краснопресненская ст.м. корп. стр. площадь";"37,578444";"55,76042";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837069";
971;"Ул.Кабина";"Плющиха ул. 26 корп. стр.";"37,577407";"55,742443";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837070";
972;"Школа";"Ямского поля 5-я ул. 28/32 корп. стр. Школа 1570";"37,576975";"55,789229";"Карты";"Школа";"Нет";"Да";"Нет";"90837071";
973;"Организация";"Дмитровский пр. 1 б корп.;стр.;трам.депо";"37,577544";"55,808858";"Карты";"Организация";"Нет";"Да";"Нет";"90837072";
974;"Школа";"Яблочкова ул. 35 а корп.;стр.;Школа 963";"37,575024";"55,825036";"Карты";"Школа";"Нет";"Да";"Нет";"90837073";
975;"Школа";"Ленинский просп. 43 а корп.;стр.;Школа №1266";"37,577764";"55,704822";"Карты";"Школа";"Нет";"Да";"Нет";"90837074";
976;"Больница";"Цюрупы ул. 3 корп. стр. НИИ морфологии человека";"37,577784";"55,668973";"Карты";"Больница";"Нет";"Да";"Нет";"90837075";
977;"Школа";"Джанкойская ул. 7 корп. стр. школа 1355";"37,577805";"55,540526";"Карты";"Школа";"Нет";"Да";"Нет";"90837076";
978;"Ул.Кабина";"Грузинская Б. ул. 9 корп. стр.";"37,578004";"55,764896";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837077";
979;"Ул.Кабина";"Масловка Нижн. ул. 10 корп. стр.";"37,578478";"55,792668";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837078";
980;"Школа";"Каховка ул. 12 корп.1 стр. Школа 658";"37,578859";"55,655941";"Карты";"Школа";"Нет";"Да";"Нет";"90837079";
981;"Ул.Кабина";"Смоленская ул. 13/21 корп. стр.";"37,57818";"55,745172";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837080";
982;"Ул.Кабина";"Грузинская Б. ул. 1 корп. стр.";"37,579";"55,761274";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837081";
983;"Парк";"Грузинская Б. ул. 1 корп. стр. Зоопарк, стар.тер.";"37,575475";"55,762855";"Карты";"Парк";"Нет";"Нет";"Нет";"90837082";
984;"Ул.Кабина";"Грузинская Б. ул. 1 корп. стр.";"37,578867";"55,761333";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837083";
985;"Школа";"Каховка ул. 19 корп. стр. Школа 538";"37,577145";"55,652315";"Карты";"Школа";"Нет";"Да";"Нет";"90837084";
986;"Ул.Кабина";"Конюшковская ул. 34 корп. стр. пересечение с ул. Красная Пресня";"37,578545";"55,76074";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837085";
987;"Метро-улица";"Бутырская ул. 97 корп. стр. около перехода";"37,580115";"55,807928";"Карты";"Метро-улица";"Нет";"Нет";"Нет";"90837086";
988;"Метро-улица";"Бутырская ул. 97 корп. стр. около перехода";"37,5802";"55,807945";"Карты";"Метро-улица";"Да";"Нет";"Да";"90837087";
989;"Школа";"Кржижановского ул. 30 корп. стр. школа 1280";"37,579166";"55,675128";"Карты";"Школа";"Нет";"Да";"Нет";"90837088";
990;"Школа";"Новгородская ул. 17 корп. стр. Школа 214";"37,57801";"55,900525";"Карты";"Школа";"Нет";"Да";"Нет";"90837089";
991;"Школа";"Гримау ул. 8 корп. стр. школа 45";"37,579588";"55,690563";"Карты";"Школа";"Нет";"Да";"Нет";"90837090";
992;"Школа";"Инженерная ул. 16 корп. стр. Школа 302";"37,579396";"55,880061";"Карты";"Школа";"Нет";"Да";"Нет";"90837091";
